Bus_id,Zone_id,Load_share_old,Demand (MW)_old,Load_share_new,Demand (MW)_new,delta_share,abs_delta_share,delta_demand_mw
B587,TransnetBW,0.0068525637263988,66.52982807867477,0.0009535242590418,9.257528649972285,-0.005899039467357,0.005899039467357,-57.27229942870248
B225,TransnetBW,0.0061776562051865,59.97731968210475,0.0002955031529708,2.8689662364054915,-0.0058821530522157,0.0058821530522157,-57.10835344569926
B444,50Hertz,0.0073490257700103,123.5432228852626,0.0014850275316197,24.96454537937914,-0.005863998238390599,0.005863998238390599,-98.57867750588346
B392,TransnetBW,0.0057048664807227,55.3871224447169,0.0115540619871598,112.175499317838,0.0058491955064370995,0.0058491955064370995,56.7883768731211
B578,TenneT,0.0063999669613188,146.61556312346164,0.0005612719918482,12.85806780685361,-0.0058386949694705995,0.0058386949694705995,-133.75749531660804
B611,50Hertz,0.0089449720372608,150.37240427314583,0.0031081769175038,52.25103377008138,-0.005836795119756999,0.005836795119756999,-98.12137050306445
B306,50Hertz,0.0078423943595652,131.83715837161083,0.0020059865849284,33.722299461512875,-0.005836407774636799,0.005836407774636799,-98.11485891009795
B721,50Hertz,0.0079529528408848,133.69573820613252,0.0021201846157058,35.64206314324664,-0.005832768225179001,0.005832768225179001,-98.05367506288587
B208,TransnetBW,0.0058314194213031,56.61579330657679,5.724028145268236e-05,0.5557315825537299,-0.005774179139850418,0.005774179139850418,-56.06006172402306
B658,50Hertz,0.0081025850412419,136.21117968886136,0.0023883838721089,40.1507152487651,-0.005714201169133,0.005714201169133,-96.06046444009627
B660,TransnetBW,0.0058256170947246,56.55945996840838,0.0001259286191958,1.22260948161786,-0.0056996884755288,0.0056996884755288,-55.336850486790524
B114,TransnetBW,0.0058270714724237,56.57358015789372,0.0001717208443579,1.6671947476606284,-0.0056553506280658,0.0056553506280658,-54.90638541023309
B272,TenneT,0.0058460408432653,133.92578047019688,0.0001974975978607,4.5244329698728185,-0.0056485432454046,0.0056485432454046,-129.40134750032408
B655,TenneT,0.0069750603619749,159.79026282041252,0.0013319424570591,30.51320336027751,-0.0056431179049158,0.0056431179049158,-129.277059460135
B143,TenneT,0.005672184227024,129.94293402004882,4.698832511126033e-05,1.0764461423088407,-0.005625195901912739,0.005625195901912739,-128.86648787773998
B6,50Hertz,0.0094289411682718,158.50832705981983,0.0038353553742736,64.47550718650146,-0.0055935857939982,0.0055935857939982,-94.03281987331837
B404,TenneT,0.0043706227176242,100.1257217135098,0.0099615589541967,228.2073617699032,0.0055909362365725,0.0055909362365725,128.08164005639338
B675,TenneT,0.0056228718524694,128.8132466938513,3.915693759271696e-05,0.8970384519240342,-0.005583714914876683,0.005583714914876683,-127.91620824192728
